title,price,link
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 8GB RAM, 128GB Storage)","16,100",https://www.amazon.in/OnePlus-Nord-Chromatic-128GB-Storage/dp/B0BY8MCQ9S/ref=sr_1_19?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-19
"iQOO Z9 Lite 5G (Mocha Brown, 6GB RAM, 128GB Storage) | Dimensity 6300 5G | 50MP Sony AI Camera | Charger in The Box","11,498",https://www.amazon.in/iQOO-Storage-Dimensity-Camera-Charger/dp/B07WHQS4LB/ref=sr_1_20?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-20
"Redmi A4 5G (Sparkle Purple, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","8,999",https://www.amazon.in/Redmi-Sparkle-Storage-Segment-Charging/dp/B0DLW44CGS/ref=sr_1_21?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-21
"Redmi Note 13 5G (Chromatic Purple, 8GB RAM, 256GB Storage)","15,339",https://www.amazon.in/Redmi-Chromatic-Purple-256GB-Storage/dp/B0D6392VSM/ref=sr_1_22?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-22
"Redmi A4 5G (Starry Black, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","8,299",https://www.amazon.in/Redmi-Storage-Segment-Largest-Charging/dp/B0DLW1L5PR/ref=sr_1_23?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-23
"realme NARZO 70x 5G (Ice Blue, 6GB RAM,128GB Storage)|120Hz Ultra Smooth Display|Dimensity 6100+ 6nm 5G|50MP AI Camera|45W Charger in The Box","13,499",https://www.amazon.in/realme-Storage-Display-Dimensity-Charger/dp/B0CZS3B3PY/ref=sr_1_24?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-24
POCO M6 Plus 5G Ice Silver 6GB RAM 128GB ROM,"11,499",https://www.amazon.in/POCO-Plus-Ice-Silver-128GB/dp/B0DF7HWHD4/ref=sr_1_25?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-25
"Samsung Galaxy M35 5G (Daybreak Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","16,499",https://www.amazon.in/Samsung-Daybreak-Storage-Corning-Gorilla/dp/B0D7Z8FJZ9/ref=sr_1_26?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-26
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Pink","74,900",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTIyMDgyNzk2NzI3MzUxOjE3MzcwOTMxMjY6c3BfbXRmOjMwMDM1MTQ4MTk4MDgzMjo6MDo6&url=%2FiPhone-16-128-GB-Control%2Fdp%2FB0DGJ8YZDF%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093126%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"iQOO Z9x 5G (Tornado Green, 6GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge","13,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTIyMDgyNzk2NzI3MzUxOjE3MzcwOTMxMjY6c3BfbXRmOjMwMDE5MzUwNTg4ODUzMjo6MDo6&url=%2FiQOO-Tornado-Storage-Snapdragon-FlashCharge%2Fdp%2FB07WHQHNZC%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093126%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","8,999",https://www.amazon.in/Redmi-Storage-Segment-Largest-Charging/dp/B0DLW4QD72/ref=sr_1_29?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-29
"Samsung Galaxy M35 5G (Daybreak Blue,8GB RAM,256GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","19,499",https://www.amazon.in/Samsung-Daybreak-Storage-Corning-Gorilla/dp/B0D812DY6P/ref=sr_1_30?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-30
"Samsung Galaxy M35 5G (Thunder Grey,8GB RAM,256GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","19,499",https://www.amazon.in/Samsung-Thunder-Storage-Corning-Gorilla/dp/B0D812G7FL/ref=sr_1_31?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-31
POCO C61 Diamond Dust Black 4GB RAM 64GB ROM,"5,999",https://www.amazon.in/POCO-Diamond-Dust-Black-64GB/dp/B0CYBBB82G/ref=sr_1_32?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-32
"realme NARZO N61 (Marble Black,6GB RAM+128GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box","8,498",https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D9482G3M/ref=sr_1_33?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-33
"Redmi A3X (Midnight Black, 64 GB) (4 GB RAM)","6,515",https://www.amazon.in/Redmi-A3X-Midnight-Black-RAM/dp/B0DN1XC123/ref=sr_1_34?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-34
"Motorola G45 5G (Brilliant Blue, 8GB RAM, 128GB Storage)","12,038",https://www.amazon.in/Motorola-Brilliant-Blue-128GB-Storage/dp/B0DDY9HMJG/ref=sr_1_35?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-35
"iQOO Z9s 5G (Onyx Green, 8GB RAM, 128GB Storage) | 120 Hz 3D Curved AMOLED Display | 5500 mAh Ultra-Thin Battery | Dimesity 7300 5G Processor | Sony IMX882 OIS Camera with Aura Light","19,998",https://www.amazon.in/iQOO-Storage-Ultra-Thin-Dimesity-Processor/dp/B07WFPL9PB/ref=sr_1_36?dib=eyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU&dib_tag=se&keywords=mobile&qid=1737093126&sr=8-36
"Redmi Note 14 5G (Mystique White, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","18,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTIyMDgyNzk2NzI3MzUxOjE3MzcwOTMxMjY6c3BfYnRmOjMwMDQzNDkwNTkyNDEzMjo6MDo6&url=%2FRedmi-Note-14-5G-Dimensity%2Fdp%2FB0DPFSH2X3%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093126%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Samsung Galaxy M35 5G (Thunder Grey,6GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","14,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTIyMDgyNzk2NzI3MzUxOjE3MzcwOTMxMjY6c3BfYnRmOjMwMDI2MTEyMTI0NDQzMjo6MDo6&url=%2FSamsung-Thunder-Storage-Corning-Gorilla%2Fdp%2FB0D7Z8CJP8%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093126%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"boAt Storm Call 3 w/TBT Navigation, Daily Activity Tracker, DIY Watch Face Studio,700+ Active Modes, 1.83"" (4.6 cm) HD Display Fitness Smart Watch for Men & Women(Active Black)","1,099",https://www.amazon.inhttps://aax-eu.amazon.in/x/c/JDfTiVt1KgvESrD8hdexxoEAAAGUctGaUQMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDIgICD-DoCk/clv1_CEuOPUxokZA0iHrVfLYK4R2LfWlQAoAWr68W22XV18x68X9YyFmmUvw18HHE8xvVjq0yzpNb3X7OfU2LA3tYVm9BCHqsD-GjKWIWXlBfEgSBM4lFxYgc6JJGZySDklErhhsbr4Br3LCj9I60E5jdHP_3rLum8u41_b6N7nVYmX-UtL6LkRJjARjlbtqzaOlzXyxafMGZl51EXjYzZtRQYOURlsXukt89DgPXNqpanwYWpp5lh66uXA8vgUT9z1VAASW3cOTUuxUr2VFfIMlsc1HtNDCbuj33Nful-q-oa6AWBAeJ9-S-9Aqaewz2IraJgMsC--2yI6MS-eGrdtK7JNVY9_99dzgeo7MjgoGrfvA8gXydiMKKhhRnMC0sm3KI5iU/https://www.amazon.in/dp/B0D5LRGSCR?pd_rd_i=B0D5LRGSCR&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=6Q85CFA750QSZF6ZSBS3&pd_rd_wg=svQzf&pd_rd_w=ZWklz&pd_rd_r=04754948-889a-4f3d-8e15-7c049332612f
"POCO X6 Neo 5G (Martian Orange, 8GB RAM, 128GB Storage) | Dimensity 6080 Processor | 5000 mAh Battery + 33W Fast Charging | 108MP + 2MP Rear Camera & 16MP Front Camera","11,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTMyNzYxNTY0MDA2NDQxOjE3MzcwOTMxMjg6c3BfYXRmX25leHQ6MzAwMjkyMTk5OTA4OTMyOjowOjo&url=%2FPOCO-Martian-Dimensity-Processor-Charging%2Fdp%2FB0CY9BX3S1%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.BnZcalxAdRLB1TWgpCbr2CLpuMLClRJ2RmG4ww0zP63G3YDvPOe60ej0wlVExIxfolAk7BcU4hbXvarM1CW8H5kWAG-J2k7tTa5kk2Fe3RHcP133YpDR5T_gpd91zk5nJyMC-2j-1UHjoauNQdf3RO2RD6to9XNdF_RETTpHIwAlhE65G-WZHM9PkOiY7283lvd90ojsi5ooj44b0ruijhC9-q_hofnNkcMdQ7wwfmM.AvTmpN5rKmgkJvET6_PaG5JFDvEupRzA122ri69J-ig%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093128%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Samsung Galaxy M15 5G Prime Edition (Blue Topaz,4GB RAM,128GB Storage) | Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+ | 4 Gen. OS Upgrade & 5 Year Security Update","10,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMTMyNzYxNTY0MDA2NDQxOjE3MzcwOTMxMjg6c3BfYXRmX25leHQ6MzAwMzQ1NzY2MTU4MDMyOjowOjo&url=%2FSamsung-Storage-MediaTek-Dimensity-Security%2Fdp%2FB0DGXB3RTG%2Fref%3Dsr_1_34_sspa%3Fdib%3DeyJ2IjoiMSJ9.BnZcalxAdRLB1TWgpCbr2CLpuMLClRJ2RmG4ww0zP63G3YDvPOe60ej0wlVExIxfolAk7BcU4hbXvarM1CW8H5kWAG-J2k7tTa5kk2Fe3RHcP133YpDR5T_gpd91zk5nJyMC-2j-1UHjoauNQdf3RO2RD6to9XNdF_RETTpHIwAlhE65G-WZHM9PkOiY7283lvd90ojsi5ooj44b0ruijhC9-q_hofnNkcMdQ7wwfmM.AvTmpN5rKmgkJvET6_PaG5JFDvEupRzA122ri69J-ig%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093128%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"POCO X6 Neo 5G (Horizon Blue, 8GB RAM, 128GB Storage) | Dimensity 6080 Processor | 5000 mAh Battery + 33W Fast Charging | 108MP + 2MP Rear Camera & 16MP Front Camera","11,999",https://www.amazon.in/POCO-Horizon-Dimensity-Processor-Charging/dp/B0CY9BQ3Q6/ref=sr_1_35?dib=eyJ2IjoiMSJ9.BnZcalxAdRLB1TWgpCbr2CLpuMLClRJ2RmG4ww0zP63G3YDvPOe60ej0wlVExIxfolAk7BcU4hbXvarM1CW8H5kWAG-J2k7tTa5kk2Fe3RHcP133YpDR5T_gpd91zk5nJyMC-2j-1UHjoauNQdf3RO2RD6to9XNdF_RETTpHIwAlhE65G-WZHM9PkOiY7283lvd90ojsi5ooj44b0ruijhC9-q_hofnNkcMdQ7wwfmM.AvTmpN5rKmgkJvET6_PaG5JFDvEupRzA122ri69J-ig&dib_tag=se&keywords=mobile&qid=1737093128&sr=8-35
"realme NARZO 70 Turbo 5G (Turbo Purple,6GB RAM,128GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design","16,998",https://www.amazon.in/realme-Segments-Dimensity-Motorsports-Inspired/dp/B0DDTZF6G1/ref=sr_1_36?dib=eyJ2IjoiMSJ9.BnZcalxAdRLB1TWgpCbr2CLpuMLClRJ2RmG4ww0zP63G3YDvPOe60ej0wlVExIxfolAk7BcU4hbXvarM1CW8H5kWAG-J2k7tTa5kk2Fe3RHcP133YpDR5T_gpd91zk5nJyMC-2j-1UHjoauNQdf3RO2RD6to9XNdF_RETTpHIwAlhE65G-WZHM9PkOiY7283lvd90ojsi5ooj44b0ruijhC9-q_hofnNkcMdQ7wwfmM.AvTmpN5rKmgkJvET6_PaG5JFDvEupRzA122ri69J-ig&dib_tag=se&keywords=mobile&qid=1737093128&sr=8-36
"Tecno POP 9 (Startrail Black, 3GB+64GB) |India's 1st Mediatek G50 | IP54 Rated | IR Remote | Dual Speaker with DTS | 36 Month Lag Free Fluency | 15W Fast Charging Support | 5000 mAh Battery","6,099",https://www.amazon.in/Startrail-Mediatek-Speaker-Fluency-Charging/dp/B0DKP72YJ3/ref=sr_1_37?dib=eyJ2IjoiMSJ9.BnZcalxAdRLB1TWgpCbr2CLpuMLClRJ2RmG4ww0zP63G3YDvPOe60ej0wlVExIxfolAk7BcU4hbXvarM1CW8H5kWAG-J2k7tTa5kk2Fe3RHcP133YpDR5T_gpd91zk5nJyMC-2j-1UHjoauNQdf3RO2RD6to9XNdF_RETTpHIwAlhE65G-WZHM9PkOiY7283lvd90ojsi5ooj44b0ruijhC9-q_hofnNkcMdQ7wwfmM.AvTmpN5rKmgkJvET6_PaG5JFDvEupRzA122ri69J-ig&dib_tag=se&keywords=mobile&qid=1737093128&sr=8-37
"iQOO Z9x 5G (Storm Grey, 6GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge","13,499",https://www.amazon.in/iQOO-Storage-Snapdragon-6000mAh-FlashCharge/dp/B07WHRHBLH/ref=sr_1_38?dib=eyJ2IjoiMSJ9.BnZcalxAdRLB1TWgpCbr2CLpuMLClRJ2RmG4ww0zP63G3YDvPOe60ej0wlVExIxfolAk7BcU4hbXvarM1CW8H5kWAG-J2k7tTa5kk2Fe3RHcP133YpDR5T_gpd91zk5nJyMC-2j-1UHjoauNQdf3RO2RD6to9XNdF_RETTpHIwAlhE65G-WZHM9PkOiY7283lvd90ojsi5ooj44b0ruijhC9-q_hofnNkcMdQ7wwfmM.AvTmpN5rKmgkJvET6_PaG5JFDvEupRzA122ri69J-ig&dib_tag=se&keywords=mobile&qid=1737093128&sr=8-38
